business_description,domain_names,complexity
premium online store,"['premiumonlebeans.org', 'premiumonlespot.net', 'premiumonlestore.co']",simple
organic studio fitness studio in near the river for busy professionals,"['organicstudiospot.org', 'organicstudioworks.io', 'organicstudiostudio.net']",complex
organic restaurant,"['organicrestaurantcorner.org', 'organicrestauranthub.co', 'organicrestaurantbeans.co']",simple
premium store tech startup in city center for busy professionals,"['premiumstoreshop.co', 'premiumstorespot.io', 'premiumstorestore.io']",complex
modern cafe in suburban area,"['moderncafestore.co', 'moderncafespot.net', 'moderncafehub.co']",medium
business with unusual characters @$%^,"['busesswithstore.co', 'busesswithsolutions.co', 'busesswithlab.co']",medium
premium restaurant in city center,"['premiumrestaurantstore.co', 'premiumrestaurantstudio.io', 'premiumrestauranthub.org']",medium
innovative educational platform in city center,"['novativeeducationalsolutions.com', 'novativeeducationalstudio.net', 'novativeeducationalcorner.org']",medium
smart tech startup in city center,"['smarttechsolutions.com', 'smarttechstudio.org', 'smarttechcorner.co']",medium
fresh beans restaurant in near the river with focus on sustainability,"['freshbeansstudio.org', 'freshbeansstudio.org', 'freshbeanshub.com']",complex
eco-friendly fitness studio,"['fitnessshop.org', 'fitnessshop.co', 'fitnesshub.org']",simple
cozy law firm,"['cozylawshop.net', 'cozylawstudio.org', 'cozylawworks.io']",simple
bright travel agency in neighborhood,"['brighttravelspot.org', 'brighttravelworks.net', 'brighttravelspot.net']",medium
eco-friendly spot educational platform in city center with focus on sustainability,"['spotbeans.net', 'spotsolutions.io', 'spothub.org']",complex
smart restaurant,"['smartrestaurantsolutions.net', 'smartrestaurantstudio.com', 'smartrestaurantbeans.co']",simple
bright tech startup,"['brighttechstudio.io', 'brighttechsolutions.org', 'brighttechhub.io']",simple
organic travel agency in suburban area,"['organictravelsolutions.io', 'organictravelshop.net', 'organictravelstudio.com']",medium
eco-friendly online store,"['onleshop.org', 'onlebeans.net', 'onleshop.net']",simple
bright lab law firm in downtown area specializing in community events,"['brightlabsolutions.com', 'brightlabsolutions.net', 'brightlabshop.com']",complex
premium fitness studio,"['premiumfitnesssolutions.com', 'premiumfitnessshop.com', 'premiumfitnessstore.com']",simple
global lab educational platform in city center specializing in community events,"['globallabworks.org', 'globallabshop.io', 'globallabstudio.co']",complex
premium studio law firm in downtown area offering premium services,"['premiumstudioshop.com', 'premiumstudiospot.io', 'premiumstudiolab.com']",complex
business with unusual characters @$%^,"['busesswithstore.net', 'busesswithcorner.net', 'busesswithshop.io']",medium
cozy cafe,"['cozycafecorner.io', 'cozycafesolutions.net', 'cozycafespot.io']",simple
eco-friendly restaurant,"['restaurantshop.co', 'restaurantcorner.org', 'restaurantshop.co']",simple
smart clothing boutique,"['smartclothgshop.net', 'smartclothgstudio.io', 'smartclothgsolutions.org']",simple
global cafe,"['globalcafeworks.net', 'globalcafespot.org', 'globalcafeworks.co']",simple
bright bookstore,"['brightbookstorebeans.net', 'brightbookstorelab.org', 'brightbookstorebeans.net']",simple
smart hub clothing boutique in near the river for busy professionals,"['smarthubcorner.net', 'smarthubstudio.org', 'smarthubbeans.io']",complex
innovative restaurant in neighborhood,"['novativerestaurantshop.com', 'novativerestaurantworks.co', 'novativerestaurantlab.net']",medium
modern travel agency,"['moderntravelshop.org', 'moderntravelstore.com', 'moderntravelworks.io']",simple
modern cafe in neighborhood,"['moderncafestore.io', 'moderncafeworks.net', 'moderncafespot.com']",medium
modern fitness studio,"['modernfitnessstore.io', 'modernfitnessshop.io', 'modernfitnessbeans.io']",simple
organic cafe,"['organiccafestore.com', 'organiccafecorner.io', 'organiccafehub.io']",simple
bright store fitness studio in city center specializing in community events,"['brightstorestudio.org', 'brightstoreworks.com', 'brightstoreshop.co']",complex
innovative restaurant,"['novativerestaurantbeans.io', 'novativerestaurantlab.org', 'novativerestauranthub.io']",simple
bright tech startup,"['brighttechhub.net', 'brighttechstudio.org', 'brighttechshop.io']",simple
smart law firm in neighborhood,"['smartlawcorner.org', 'smartlawlab.com', 'smartlawsolutions.io']",medium
premium law firm in suburban area,"['premiumlawhub.io', 'premiumlawhub.io', 'premiumlawcorner.net']",medium
cozy educational platform,"['cozyeducationalstudio.io', 'cozyeducationalbeans.com', 'cozyeducationalcorner.com']",simple
very short,"['veryshortcorner.io', 'veryshortspot.com', 'veryshorthub.co']",simple
smart tech startup,"['smarttechworks.io', 'smarttechstore.io', 'smarttechshop.com']",simple
cozy bookstore in suburban area,"['cozybookstorespot.co', 'cozybookstorehub.com', 'cozybookstoresolutions.io']",medium
eco-friendly cafe,"['cafespot.com', 'cafelab.org', 'cafebeans.co']",simple
modern clothing boutique,"['modernclothghub.co', 'modernclothgstore.net', 'modernclothgspot.org']",simple
organic law firm,"['organiclawworks.io', 'organiclawstore.io', 'organiclawsolutions.org']",simple
cozy tech startup in neighborhood,"['cozytechcorner.org', 'cozytechsolutions.io', 'cozytechstore.org']",medium
modern bookstore,"['modernbookstoreshop.io', 'modernbookstoreworks.io', 'modernbookstorestore.io']",simple
cozy law firm in suburban area,"['cozylawworks.net', 'cozylawstore.io', 'cozylawlab.net']",medium
smart bookstore in city center,"['smartbookstoreshop.net', 'smartbookstorehub.org', 'smartbookstoresolutions.io']",medium
fresh shop law firm in city center with focus on sustainability,"['freshshoplab.net', 'freshshophub.org', 'freshshopcorner.org']",complex
organic cafe in downtown,"['organiccafespot.net', 'organiccafesolutions.co', 'organiccafehub.com']",medium
organic online store,"['organiconlesolutions.net', 'organiconlebeans.com', 'organiconlehub.io']",simple
organic online store,"['organiconlespot.net', 'organiconlebeans.com', 'organiconleworks.org']",simple
organic beans travel agency in near the river offering premium services,"['organicbeansworks.com', 'organicbeanscorner.co', 'organicbeansworks.net']",complex
premium cafe in downtown,"['premiumcafebeans.co', 'premiumcafestore.net', 'premiumcafeshop.org']",medium
eco-friendly online store in neighborhood,"['onlecorner.org', 'onlestore.co', 'onlespot.io']",medium
premium beans travel agency in downtown area for busy professionals,"['premiumbeanscorner.org', 'premiumbeansstore.co', 'premiumbeanscorner.net']",complex
cozy cafe in downtown,"['cozycafestore.net', 'cozycafeworks.co', 'cozycafeworks.org']",medium
premium restaurant in neighborhood,"['premiumrestaurantspot.io', 'premiumrestaurantworks.org', 'premiumrestaurantshop.com']",medium
modern tech startup in city center,"['moderntechsolutions.io', 'moderntechsolutions.io', 'moderntechshop.org']",medium
global law firm,"['globallawshop.io', 'globallawworks.net', 'globallawcorner.net']",simple
fresh law firm,"['freshlawshop.net', 'freshlawcorner.net', 'freshlawsolutions.com']",simple
eco-friendly corner clothing boutique in downtown area specializing in community events,"['cornersolutions.io', 'cornersolutions.net', 'cornerhub.org']",complex
modern hub bookstore in downtown area offering premium services,"['modernhubbeans.net', 'modernhubworks.org', 'modernhubbeans.org']",complex
organic spot restaurant in near the river for busy professionals,"['organicspotcorner.org', 'organicspotbeans.co', 'organicspotspot.net']",complex
innovative cafe,"['novativecafebeans.com', 'novativecafelab.net', 'novativecafelab.com']",simple
cozy educational platform in neighborhood,"['cozyeducationalshop.co', 'cozyeducationalbeans.co', 'cozyeducationalhub.co']",medium
smart tech startup in suburban area,"['smarttechcorner.co', 'smarttechsolutions.net', 'smarttechstudio.net']",medium
fresh tech startup in suburban area,"['freshtechlab.net', 'freshtechstore.co', 'freshtechcorner.co']",medium
modern bookstore in downtown,"['modernbookstorestudio.io', 'modernbookstorebeans.io', 'modernbookstoresolutions.net']",medium
global restaurant in downtown,"['globalrestaurantstore.com', 'globalrestaurantstudio.net', 'globalrestaurantlab.co']",medium
modern online store,"['modernonlelab.io', 'modernonlebeans.io', 'modernonlestudio.com']",simple
organic travel agency in city center,"['organictravelbeans.com', 'organictravelstudio.org', 'organictravelworks.net']",medium
modern cafe,"['moderncafeworks.com', 'moderncafebeans.co', 'moderncafebeans.io']",simple
fresh fitness studio,"['freshfitnessworks.io', 'freshfitnessspot.io', 'freshfitnessshop.com']",simple
premium bookstore in neighborhood,"['premiumbookstoresolutions.com', 'premiumbookstorespot.net', 'premiumbookstorehub.com']",medium
bright fitness studio,"['brightfitnesshub.co', 'brightfitnesshub.org', 'brightfitnessstudio.io']",simple
modern spot law firm in near the river for busy professionals,"['modernspotlab.org', 'modernspotstore.io', 'modernspotspot.com']",complex
global fitness studio in neighborhood,"['globalfitnesshub.io', 'globalfitnesscorner.com', 'globalfitnessspot.co']",medium
cozy clothing boutique in downtown,"['cozyclothgsolutions.io', 'cozyclothgsolutions.io', 'cozyclothgsolutions.net']",medium
cozy restaurant in suburban area,"['cozyrestaurantcorner.org', 'cozyrestaurantspot.co', 'cozyrestaurantlab.org']",medium
bright corner law firm in downtown area with focus on sustainability,"['brightcornerhub.io', 'brightcornerhub.io', 'brightcornerhub.io']",complex
eco-friendly clothing boutique in city center,"['clothgsolutions.co', 'clothglab.io', 'clothgstore.io']",medium
cozy restaurant in downtown,"['cozyrestaurantstudio.com', 'cozyrestaurantworks.io', 'cozyrestaurantsolutions.io']",medium
global cafe in downtown,"['globalcafehub.io', 'globalcafebeans.com', 'globalcafeshop.io']",medium
innovative store bookstore in near the river specializing in community events,"['novativestorestore.io', 'novativestoreworks.org', 'novativestorebeans.net']",complex
smart spot law firm in city center for busy professionals,"['smartspotstore.co', 'smartspotstore.io', 'smartspotworks.io']",complex
premium clothing boutique,"['premiumclothgshop.co', 'premiumclothgspot.io', 'premiumclothgbeans.io']",simple
innovative fitness studio in neighborhood,"['novativefitnesshub.com', 'novativefitnesscorner.net', 'novativefitnessspot.org']",medium
eco-friendly studio fitness studio in near the river specializing in community events,"['studiostudio.net', 'studiohub.com', 'studioshop.net']",complex
extremely long business name that goes on and on for testing purposes,"['extremelylongstudio.io', 'extremelylongsolutions.io', 'extremelylonghub.net']",medium
modern tech startup in city center,"['moderntechspot.net', 'moderntechstudio.org', 'moderntechsolutions.net']",medium
bright beans fitness studio in city center specializing in community events,"['brightbeansstudio.net', 'brightbeanshub.io', 'brightbeansshop.io']",complex
fresh travel agency,"['freshtravelstore.io', 'freshtravelsolutions.org', 'freshtravelspot.net']",simple
global travel agency,"['globaltravelcorner.net', 'globaltravelworks.com', 'globaltravelworks.co']",simple
smart shop cafe in downtown area offering premium services,"['smartshopsolutions.co', 'smartshopshop.co', 'smartshopshop.co']",complex
modern shop online store in downtown area specializing in community events,"['modernshopspot.org', 'modernshoplab.net', 'modernshopspot.io']",complex
smart corner bookstore in near the river offering premium services,"['smartcornerhub.com', 'smartcornerhub.org', 'smartcornerspot.co']",complex
premium educational platform,"['premiumeducationalsolutions.org', 'premiumeducationalshop.co', 'premiumeducationalhub.co']",simple
eco-friendly bookstore,"['bookstorelab.co', 'bookstorehub.com', 'bookstoreworks.co']",simple
cozy bookstore in neighborhood,"['cozybookstorestore.net', 'cozybookstorestore.io', 'cozybookstorecorner.net']",medium
modern solutions clothing boutique in downtown area offering premium services,"['modernsolutionsworks.org', 'modernsolutionsworks.com', 'modernsolutionsspot.com']",complex
fresh studio online store in city center for busy professionals,"['freshstudiosolutions.co', 'freshstudiolab.com', 'freshstudioworks.co']",complex
innovative corner restaurant in city center offering premium services,"['novativecornercorner.io', 'novativecornerhub.co', 'novativecornersolutions.co']",complex
eco-friendly educational platform,"['educationalsolutions.com', 'educationalbeans.co', 'educationalstudio.com']",simple
organic fitness studio,"['organicfitnessbeans.net', 'organicfitnessstore.org', 'organicfitnessworks.co']",simple
innovative bookstore in city center,"['novativebookstoreshop.io', 'novativebookstoresolutions.org', 'novativebookstorespot.net']",medium
smart clothing boutique in neighborhood,"['smartclothgsolutions.com', 'smartclothglab.org', 'smartclothgsolutions.net']",medium
smart tech startup,"['smarttechcorner.org', 'smarttechbeans.com', 'smarttechlab.io']",simple
